"","logFC","logCPM","LR","PValue","FDR"
"Bra026737",1.31650435658849,5.74564065583237,32.6790414718765,1.08703036978932e-08,1.37970225635886e-06
"Bra025481",2.90627507435774,3.54078327114881,32.6724568888156,1.09071910089117e-08,1.37970225635886e-06
"Bra034030",2.99078994653569,3.5552175597559,32.614787512524,1.12356639980886e-08,1.41381124884848e-06
"Bra024415",-2.97960717054415,6.70228122938817,32.5858297474103,1.14043197724237e-08,1.42755948651267e-06
"Bra017624",2.1934337805972,8.74440443989485,32.5664258407941,1.1518748495857e-08,1.43441244222502e-06
"Bra034676",2.46342365198201,3.54340181427142,32.5553134145181,1.15847978465737e-08,1.43520119301316e-06
"Bra028400",-2.24782174123803,5.31096173767433,32.5101767932746,1.18570007331093e-08,1.46139054163872e-06
"Bra032084",1.22911727634196,4.88699260915622,32.1732308618212,1.4102039214585e-08,1.72922658409866e-06
"Bra026669",-1.67464062388607,6.72468030140496,32.115543930673,1.45270362734273e-08,1.77229842535813e-06
"Bra031737",-2.50543579845604,4.1789368535334,31.9994920055427,1.5421290073859e-08,1.87189538199559e-06
"Bra012890",2.42949613000788,3.1263226184748,31.8364929417287,1.67711896518194e-08,2.02552146779813e-06
"Bra019368",2.72834346198259,3.68696737790723,31.6821975489002,1.8157906707509e-08,2.18203564904136e-06
"Bra003670",2.51743164364661,6.0133740705601,31.5699866709063,1.92380076621705e-08,2.30032973210251e-06
"Bra021506",-1.41126604915043,7.05376947169343,31.550885667339,1.94281745398656e-08,2.31156805391648e-06
"Bra027521",-3.28504475720558,4.48294087141831,31.3288434954763,2.17819402384469e-08,2.57885296399426e-06
"Bra019246",4.07091175716149,3.26458396362265,31.3036016483282,2.20669884100474e-08,2.59979411493666e-06
"Bra000064",2.31855404697999,5.30093394438532,31.2676058789245,2.24799531499752e-08,2.63552777564149e-06
"Bra011174",1.34250613737964,5.83252254092021,31.0844511726872,2.47042416897385e-08,2.88224147947173e-06
"Bra013011",4.78941686344963,3.7560722189475,30.9451134012019,2.65429545801884e-08,3.08180372164371e-06
"Bra000840",-1.94917273807501,8.01151106097134,30.8447001624823,2.79524463291217e-08,3.22985141862553e-06
"Bra007141",-2.40949799012215,6.24749338859326,30.8070088330859,2.85006621557669e-08,3.27743978110861e-06
"Bra039976",-1.9921704455173,7.38604837593269,30.7933619980691,2.87017986877153e-08,3.28114587199387e-06
"Bra010360",-2.76819080829161,2.96617280981399,30.7849052954578,2.88271524325792e-08,3.28114587199387e-06
"Bra024006",-3.4973400156167,3.39274884085594,30.777159243735,2.89424533936382e-08,3.28114587199387e-06
"Bra001639",2.12857871329389,2.38608639986926,30.7423255469383,2.94666943607105e-08,3.32489451767754e-06
"Bra100961",2.51308922958135,2.45033188597382,30.5807985252008,3.20247537053746e-08,3.59194958218463e-06
"Bra006644",-3.47443679854551,2.09688888762077,30.574290316637,3.21323608292293e-08,3.59194958218463e-06
"Bra037283",2.12880375623617,5.48396319105522,30.4541623268976,3.41849064015915e-08,3.80370389099931e-06
"Bra029670",1.54735464519669,4.45882226031799,30.3891623077282,3.53497630274429e-08,3.91518988295651e-06
"Bra040169",2.70024884740388,2.76037243381496,30.1259171570253,4.04883955831628e-08,4.46375274975108e-06
"Bra025451",1.44660670066992,4.28505257248119,30.0521548856369,4.20580909872621e-08,4.61563542825505e-06
"Bra027206",-1.31222649740816,6.19766987681445,30.0071253421364,4.30461636031031e-08,4.702597709259e-06
"Bra025721",1.74864990127189,3.80254401617894,29.984092927099,4.35605145034638e-08,4.7372552288518e-06
"Bra024640",2.85815848204924,2.76594964477166,29.966765169707,4.39515259397355e-08,4.75824763259281e-06
"Bra038785",2.44685202658638,3.43687398698227,29.9225284977247,4.49657757780617e-08,4.84622177152437e-06
"Bra016937",2.00509479555778,3.37492976739657,29.9056476983558,4.53589679595896e-08,4.86677426759275e-06
"Bra024841",-1.47631422350136,4.92824205396427,29.866620090519,4.62812483744631e-08,4.94366010414154e-06
"Bra028523",1.77801944196024,6.28204274132188,29.8477871043984,4.67329971884661e-08,4.95731078689824e-06
"Bra017676",-3.47414092532924,2.74481493297754,29.8441160920371,4.68215673057294e-08,4.95731078689824e-06
"Bra000256",-6.55829243561312,1.47240977333005,29.7959431924748,4.79995336811534e-08,5.05974031795105e-06
"Bra015323",-2.26334881679194,4.53781225447949,29.7413820250723,4.93696124081262e-08,5.18143783675505e-06
"Bra036587",-1.67885943878578,4.02632020557301,29.7273900232843,4.97272321553202e-08,5.19627955487376e-06
"Bra040840",-3.32979549293282,3.37573458961938,29.5760331136635,5.37656481524641e-08,5.5939549250923e-06
"Bra036225",-2.01141848369103,6.20263222814811,29.5559657025408,5.43251891153836e-08,5.62780859999625e-06
"Bra010398",-1.3924369535276,7.99997474208708,29.4739919723319,5.66721176640331e-08,5.82134447580453e-06
"Bra019963",1.92933101214899,4.12879498662261,29.4737971402038,5.66778150677482e-08,5.82134447580453e-06
"Bra013732",2.3874443036855,4.10334131071597,29.4479840028652,5.74377563691046e-08,5.87429377265983e-06
"Bra005743",-2.27848228333816,2.30871191589995,29.4160360855948,5.83924583547633e-08,5.94662857668806e-06
"Bra017529",-3.65894285147529,3.95000001106188,29.3572217612719,6.01917835854295e-08,6.09493883721481e-06
"Bra010283",1.85583114462074,3.92275620005723,29.3519429252695,6.03559725079938e-08,6.09493883721481e-06
"Bra024087",-2.01602839671048,6.98848073232026,29.3291622476976,6.10696878499853e-08,6.14120869366756e-06
"Bra007825",-3.17658028718596,7.75830212095159,29.3038384004464,6.18730098079895e-08,6.19245908001518e-06
"Bra001420",-1.23132826977076,6.0712523312615,29.2969096404495,6.20946425182516e-08,6.19245908001518e-06
"Bra004689",-4.75376572261462,3.40409513589368,29.2799789646301,6.26395624903044e-08,6.2209886152561e-06
"Bra015774",-4.01294275572684,2.28793767119517,29.1512486623926,6.69425865581836e-08,6.62097993966825e-06
"Bra001488",1.64594325028345,5.30769584309111,29.1152239276118,6.81989662437655e-08,6.7175981750109e-06
"Bra010231",1.96520403361411,2.79217593506482,28.9945254746619,7.25831329697599e-08,7.12025721549065e-06
"Bra019357",1.38014145861819,4.97020776178306,28.9748398973321,7.33244977529396e-08,7.16374381704939e-06
"Bra023343",1.6544963304489,7.22836934191861,28.9608727788989,7.38551005915831e-08,7.18637039521501e-06
"Bra033532",-3.87117564149119,1.90805292003517,28.8302980266047,7.90054847791181e-08,7.64726159233399e-06
"Bra027813",-1.53140504212807,4.99672333821822,28.8248482948397,7.92280992132464e-08,7.64726159233399e-06
"Bra036198",-1.43021019767954,5.53505537459131,28.7964259484457,8.03993425227499e-08,7.72927119276708e-06
"Bra021063",2.0001882783087,3.42201917698187,28.7423066886643,8.26777031385981e-08,7.91663712045046e-06
"Bra007718",3.66151789442396,1.49558633330326,28.7317640604875,8.31290085794259e-08,7.92826425475366e-06
"Bra004915",-2.09138243151015,6.54786118317981,28.6780572909862,8.54666766575461e-08,8.11899646951566e-06
"Bra035671",2.1911990018123,4.91382729367852,28.6295593071355,8.76341740413423e-08,8.29212495633709e-06
"Bra032810",1.93028824561911,2.78850334029286,28.5164005779678,9.29081578573873e-08,8.75668496448803e-06
"Bra021142",1.1402076141872,5.01530649898719,28.4821164221744,9.45679629899653e-08,8.87830633789385e-06
"Bra101146",2.27410306088524,3.33948922668076,28.4412496878709,9.65853158900034e-08,9.03241821828926e-06
"Bra006683",1.82726433759511,5.78242771529736,28.4007999343827,9.86245491491605e-08,9.1720940904188e-06
"Bra040010",-2.06000268581889,5.19674462882331,28.3965331292091,9.88421556719011e-08,9.1720940904188e-06
"Bra024328",2.80621717742789,1.40984237808246,28.3437498888332,1.01574220171955e-07,9.38936464466452e-06
"Bra039762",-1.43700182290329,5.0862455071101,28.3048244451347,1.03637369662576e-07,9.54337372594004e-06
