"","logFC","logCPM","LR","PValue","FDR"
"Bra021166",-3.89432925453215,4.68305482867838,236.420934241621,2.37205961614965e-53,2.61514132176792e-51
"Bra017376",-4.35548694668588,3.93260704103675,236.298390844728,2.52259313636094e-53,2.76840198352962e-51
"Bra019154",6.66182903314267,3.18801566866051,235.518299885299,3.7321053977261e-53,4.07715550586132e-51
"Bra006005_Bra006006",-4.30562864589062,3.32302526382034,233.303256445009,1.13495660059417e-52,1.23427814202173e-50
"Bra033517",3.79032091418158,3.98940048747139,232.781862580342,1.47462041573793e-52,1.59644266089394e-50
"Bra026723",-3.21485331604226,3.76106834044718,231.816742936982,2.39413080328834e-52,2.580293261266e-50
"Bra026682",-8.68324036340207,2.65886791168392,231.743921793838,2.48329567423378e-52,2.66444322475601e-50
"Bra022923",-6.76155216559047,4.94675334262611,231.305136310968,3.095405473021e-52,3.30644333949275e-50
"Bra021628",4.08755716125959,4.30585134261672,230.837809884243,3.91409745460399e-52,4.16245213380319e-50
"Bra019066",-8.95964807037656,2.89020290452202,230.472852454419,4.70134152363984e-52,4.97762300348722e-50
"Bra033016",-3.49742488785895,4.44838925737748,229.532117832925,7.54015589095579e-52,7.94825029312418e-50
"Bra028794",-4.07305509693968,5.51601993284179,228.803521104443,1.08712022776347e-51,1.14095404166232e-49
"Bra021821",5.61866613558577,4.87180880610947,228.393608589005,1.33559563968594e-51,1.39563937409617e-49
"Bra036043",4.56286825403274,3.32150760912604,228.039784970205,1.59529347616038e-51,1.65979581844323e-49
"Bra024619",-4.50818629470717,3.63594821375099,227.62117856646,1.9684997520563e-51,2.03926392417763e-49
"Bra031756",-8.45419789745954,2.41652956679264,227.273897426082,2.3435553040483e-51,2.41738232521446e-49
"Bra026579",-8.46513063644984,2.38294587733914,227.128725151816,2.52078913472492e-51,2.58908743863157e-49
"Bra036648",3.33927648739559,4.47682143735595,226.274996556401,3.87018758299592e-51,3.95813141998825e-49
"Bra018309",3.09261390619936,7.1933548205891,225.978803949687,4.49087938867473e-51,4.57346589946646e-49
"Bra006627",7.46516950016255,2.86074571212774,225.736065346696,5.07309230559615e-51,5.14458651783536e-49
"Bra039518",8.80887061816993,2.89093388474969,225.333019083015,6.21123325445927e-51,6.27230168225521e-49
"Bra002037",6.39119200910034,3.25244311807394,224.987010596671,7.38998270261286e-51,7.43141607843504e-49
"Bra020047",-2.91027280305421,5.0508247337653,224.424558804606,9.8020536626739e-51,9.81593990536269e-49
"Bra001825",-4.73851207872984,3.75907819486165,223.936163592997,1.2526786982661e-50,1.2492481258974e-48
"Bra038617",-6.7408154730848,2.47432395802854,223.176605748965,1.83445434526868e-50,1.82187089810692e-48
"Bra018154",7.05829059610586,3.12745717497374,222.77602046575,2.24325986795066e-50,2.21870401919038e-48
"Bra000125",3.22564284462276,4.75442837737559,222.026459768218,3.26866219376939e-50,3.21963226086285e-48
"Bra022142",6.59237455882912,4.76152591002921,221.598923647168,4.05156845621093e-50,3.97450597047238e-48
"Bra011549",4.95920742743378,3.05707419589671,220.900410696579,5.75417202450422e-50,5.62177928605425e-48
"Bra025969",5.35391254509165,2.99355047689416,219.609717909876,1.10030833432412e-49,1.07064010150388e-47
"Bra031755",-8.28618687766351,2.26310235462827,219.533069682798,1.14349292093189e-49,1.10817374442246e-47
"Bra026910",-3.98303812854577,3.07586034533072,219.381844250906,1.23372954590745e-49,1.19082152234296e-47
"Bra008282",-3.56815904052788,3.7768193536483,219.26021953288,1.31144409766496e-49,1.26076989773119e-47
"Bra003707",5.18948273587023,4.34808531007775,219.142348622782,1.39142835813514e-49,1.33233422945896e-47
"Bra021285",4.53187095691232,3.73384968973597,219.04312708396,1.46252734974503e-49,1.39485644141953e-47
"Bra030455",3.4832110475093,4.54513544882308,218.176784272534,2.25985615431095e-49,2.14677402421776e-47
"Bra011149",2.32511020067814,5.39392881190803,217.915808093638,2.57637230726477e-49,2.43781622176384e-47
"Bra031077",4.58780152478163,4.99067939806196,217.272733707646,3.55865951189012e-49,3.35407147877519e-47
"Bra024518",4.19327959355788,3.87488204569968,217.222147266092,3.65023858432743e-49,3.42694664592678e-47
"Bra013602",-3.16217678487546,4.41568884388155,216.314307756664,5.7591358188724e-49,5.38580039964122e-47
"Bra015128",6.80860557704606,2.89664686307888,215.715828500397,7.77878218497619e-49,7.24632755944642e-47
"Bra023117",-3.04369389766831,5.66238836050045,215.07320300498,1.07423163788197e-48,9.96837188604453e-47
"Bra006767",-2.33726245363305,5.23719835597555,214.152128750523,1.70620078015372e-48,1.57718575193133e-46
"Bra024315",8.58644235002086,2.68112312780072,213.776724916886,2.06027669677891e-48,1.89719119273503e-46
"Bra033396",5.01901787595235,4.10440018170675,213.379395755519,2.51538666050481e-48,2.30743522895315e-46
"Bra019443",8.53576401371103,2.64151647951578,213.266313498407,2.66240615363842e-48,2.43301404929832e-46
"Bra033617",6.35587633295093,2.89917233105726,212.957463308466,3.10922454211472e-48,2.83057206989338e-46
"Bra003450",-2.76110631346629,4.90836932156017,212.354517731929,4.20910807225151e-48,3.81742277013181e-46
